,cluster,url
145,month2_cls17534,https://www.masslive.com/politics/2020/03/if-elizabeth-warren-drops-out-who-will-she-endorse.html
146,month2_cls17534,https://www.ktsa.com/pete-buttigieg-to-endorse-joe-biden-at-rally-ahead-of-super-tuesday/
147,month2_cls17534,https://www.masslive.com/politics/2020/03/report-pete-buttigieg-may-endorse-joe-biden-in-narrowing-democratic-presidential-race.html
148,month2_cls17534,https://www.thenewstribune.com/news/nation-world/article240806006.html#storylink=rss
149,month2_cls17534,http://feeds.reuters.com/~r/reuters/UKBankingFinancial/~3/DTgoIoQ6kXg/scared-of-sanders-presidency-wall-street-dems-double-down-on-moderates-idUSL1N2AW1J1
150,month2_cls17534,https://www.onlineathens.com/zz/news/20200303/state-by-state-breakdown-of-what-to-watch-for-on-super-tuesday-where-15-contests-are-up-for-grabs?rssfeed=true
151,month2_cls17534,https://www.miamiherald.com/news/article240817866.html#storylink=rss
152,month2_cls17534,https://www.myrtlebeachonline.com/news/politics-government/national-politics/article240794611.html#storylink=rss
153,month2_cls17534,https://www.savannahnow.com/ZZ/news/20200303/latest-south-carolinas-clyburn-relishes-biden-wins?rssfeed=true
154,month2_cls17534,https://www.krmg.com/news/national/special-delivery-fedex-driver-finds-lost-dog-returns-her-colorado-home/nrPlRmIXjaxDav3wlbPmnJ/
155,month2_cls17534,https://www.seattlepi.com/news/article/Inside-the-final-month-of-Buttigieg-s-historic-15097703.php
156,month2_cls17534,https://www.myrtlebeachonline.com/news/politics-government/national-politics/article240794586.html#storylink=rss
157,month2_cls17534,https://www.morgenpost.de/politik/ausland/article228608895/Prognosen-Biden-gewinnt-Demokraten-Vorwahl-in-Virginia.html
158,month2_cls17534,https://www.lubbockonline.com/ZZ/news/20200303/latest-joe-biden-wins-democratic-primary-in-texas?rssfeed=true
159,month2_cls17534,https://www.standard.co.uk/news/world/south-carolina-primary-joe-biden-win-bernie-sanders-a4375171.html
160,month2_cls17534,http://bq-magazine.com/heres-how-the-government-plans-on-giving-you-1000/?utm_source=rss&utm_medium=rss&utm_campaign=heres-how-the-government-plans-on-giving-you-1000
161,month2_cls17534,https://www.pressherald.com/2020/03/20/congress-white-house-race-to-draft-1-trillion-coronavirus-rescue-package/
162,month2_cls17534,https://www.chieftain.com/zz/news/20200325/senators-reach-deal-on-2-trillion-stimulus-bill-will-pass-today-mcconnell-says?rssfeed=true
163,month2_cls17534,http://feeds.reuters.com/~r/reuters/INworldNews/~3/JGvUEQ54sYk/u-s-congress-negotiators-reach-deal-on-2-trillion-coronavirus-aid-package-idINKBN21B192
164,month2_cls17534,https://www.foxnews.com/politics/senate-continues-negotiations-over-coronavirus-stimulus-bill-ahead-of-expected-vote
165,month2_cls17534,https://www.iowapublicradio.org/post/congress-weighs-new-massive-wave-emergency-funding-address-coronavirus
166,month2_cls17534,https://www.wvxu.org/post/pelosi-says-there-real-optimism-over-coronavirus-financial-package
167,month2_cls17534,https://www.savannahnow.com/ZZ/news/20200316/senate-votes-to-extend-not-tweak-3-surveillance-powers?rssfeed=true
168,month2_cls17534,https://www.wvtm13.com/article/white-house-senate-reach-historic-dollar2-trillion-stimulus-deal-amid-growing-coronavirus-fears-1/31921699
169,month2_cls17534,http://feeds.reuters.com/~r/Reuters/worldNews/~3/IzrbPJ1LmIc/germany-expands-entry-restrictions-to-flights-from-several-eu-countries-idUSKBN2153JE
170,month2_cls17534,https://listen.sdpb.org/post/white-house-senate-agree-2-trillion-coronavirus-rescue-package
171,month2_cls17534,https://www.ocala.com/ZZ/news/20200320/congress-white-house-race-to-draft-1t-rescue-package?rssfeed=true
172,month2_cls17534,https://www.breitbart.com/politics/2020/03/24/watch-live-senate-continues-to-debate-coronavirus-package/
173,month2_cls17534,https://www.csmonitor.com/USA/Politics/2020/0320/1-trillion-rescue-plan-tax-filing-deadline-moved-to-July-15?icid=rss
174,month2_cls17534,https://www.theday.com/nationworld-news/20200320/trumps-team-senators-to-negotiate-1t-economic-rescue-deal
175,month2_cls17534,https://www.timesonline.com/ZZ/news/20200320/congress-white-house-race-to-draft-1t-rescue-package?rssfeed=true
176,month2_cls17534,http://feeds.crainsnewyork.com/~r/crainsnewyork/latestnews/~3/P9fG0SSpYIE/senate-passes-virus-relief-bill-plans-even-bigger-stimulus
177,month2_cls17534,https://www.ourmidland.com/news/medical/article/The-Latest-Pakistani-official-says-he-has-15152589.php
178,month2_cls17534,https://www.newsweek.com/why-did-democrats-block-coronavirus-stimulus-bill-1493767?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution
179,month2_cls17534,https://www.heraldtribune.com/ZZ/news/20200321/mcconnell-very-close-on-rescue-package-topping-1t?rssfeed=true
180,month2_cls17534,https://fr.metrotime.be/2020/03/17/must-read/le-cap-des-7-000-morts-depasse-a-travers-le-monde/
181,month2_cls17534,https://www.elheraldodetabasco.com.mx/mundo/primer-dia-en-china-sin-casos-nuevos-de-pandemia-covid-19-coronavirus-4987642.html
182,month2_cls17534,https://www.debate.com.mx/mundo/Cuba-reserva-suficiente-antiviral-para-tratar-el-Covid-19-en-otros-paises-20200313-0217.html
183,month2_cls17534,http://catamarcadigital.com/alerta-prohiben-eventos-en-los-que-haya-mas-de-300-personas/
184,month2_cls17534,https://www.20minutos.es/noticia/4194335/0/mapa-contagios-coronavirus-muertos-mundo/
185,month2_cls17534,https://www.elcomercio.es/sociedad/salud/investigacion-calor-coronavirus-20200319200711-ntrc.html
