media_id,url,name,pub_country,pub_state,language,about_country,media_type,public_notes,editor_notes,stories_per_day,first_story
"300654","https://www.shire.gov.cx/shire-services-community-services/islander-newsletter","""The Islander"" Newsletter | Shire of Christmas Island","CXR","","en","","print_native","","","0.0","2022-05-14"
