media_id,url,name,pub_country,pub_state,language,about_country,media_type,public_notes,editor_notes,stories_per_day,first_story
"263936","http://andorradifusio.ad/","andorradifusio.ad","AND","","ca","Principality of Andorra","video_broadcast","","","2.03","2017-11-06"
"264195","http://elperiodic.ad/","elperiodic.ad","AND","","ca","none","print_native","","","0.0","2017-12-04"
"264599","http://bondia.ad/","bondia.ad","AND","","ca","none","print_native","","","1.48","2017-12-11"
"269481","http://diariandorra.ad/","diariandorra.ad","AND","","ca","none","print_native","","","5.06","2017-11-06"
"622837","http://www.ara.ad/","Ara","AND","","ca","none","digital_native","","","1.94","2017-11-06"
"622838","http://forum.ad/","Forum","AND","","ca","none","digital_native","","","1.48","2017-11-06"
"622839","http://www.ana.ad/","Agencie de Noticies Andorrana","AND","","ca","","other","","","0.0","2018-02-12"
"651213","http://www.mes.ad/","Mes","AND","","ca","","print_native","","","0.0","2017-12-04"
"1701067","https://www.cronicaeconomica.com/index.asp?valor=1","cronicaeconomica.com","","","","","","","","8.0","2020-10-05"
